PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAB,SAMPLE_TYPE,SAMPLE_ID,NOT_COLLECTED,MATRIX,BATCH_ID,ANALYTE,RESULT,RESULT_UNITS,MDL,RL,QA_FLAG,NARS_FLAG,DATE_RECEIVED,DATE_ANALYZED,LAB_SAMPLE_ID,LAB_COMMENT
8/13/2024,2021075,NLA_WI-10220,NLA22_WI-10024,1,7/19/2022,WI,WSLOH,MICZ,213364,,WATER,ET 1847,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/21/2022,8/24/2022,632343001,
8/13/2024,2021075,NLA_WI-10220,NLA22_WI-10024,1,7/19/2022,WI,WSLOH,MICZ,213364,,WATER,ET 1848,MICX,0.3,ug/L,0.1,0.15,,,7/21/2022,8/25/2022,632343001,
8/13/2024,2021076,NLA_WI-10251,NLA22_WI-10126,1,7/20/2022,WI,WSLOH,MICZ,215284,,WATER,ET 1848,MICX,0.17,ug/L,0.1,0.15,,,7/22/2022,8/25/2022,632564001,
8/13/2024,2021076,NLA_WI-10251,NLA22_WI-10126,1,7/20/2022,WI,WSLOH,MICZ,215284,,WATER,ET 1847,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/22/2022,8/24/2022,632564001,
8/13/2024,2021077,NLA_WI-10229,NLA22_WI-10104,1,7/27/2022,WI,WSLOH,MICZ,215344,,WATER,ET 1848,MICX,1.24,ug/L,0.1,0.15,,,7/29/2022,8/25/2022,633827004,
8/13/2024,2021077,NLA_WI-10229,NLA22_WI-10104,1,7/27/2022,WI,WSLOH,MICZ,215344,,WATER,ET 1847,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/29/2022,8/24/2022,633827004,
8/13/2024,2021078,NLA_WI-10145,NLA22_WI-10035,1,7/28/2022,WI,WSLOH,MICZ,222284,,WATER,ET 1848,MICX,0.18,ug/L,0.1,0.15,,,7/29/2022,8/25/2022,633827003,
8/13/2024,2021078,NLA_WI-10145,NLA22_WI-10035,1,7/28/2022,WI,WSLOH,MICZ,222284,,WATER,ET 1847,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/29/2022,8/24/2022,633827003,
8/13/2024,2021079,NLA_DE-10038,NLA22_DE-10004,1,7/28/2022,DE,GreenWater,MICZ,220984,,WATER,220907-3,MICX,0.14,ug/L,0.1,0.15,J,L,8/25/2022,9/7/2022,29-220984,
8/13/2024,2021079,NLA_DE-10038,NLA22_DE-10004,1,7/28/2022,DE,GreenWater,MICZ,220984,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,29-220984,
8/13/2024,2021080,NLA_MD-10069,NLA22_MD-10042,1,7/28/2022,MD,GreenWater,MICZ,223484,,WATER,220912-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,46-223484,
8/13/2024,2021080,NLA_MD-10069,NLA22_MD-10042,1,7/28/2022,MD,GreenWater,MICZ,223484,,WATER,220907-2,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,46-223484,
8/13/2024,2021081,NLA_CO-10082,NLA22_CO-10020,1,7/29/2022,CO,GreenWater,MICZ,224184,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,83-224184,
8/13/2024,2021081,NLA_CO-10082,NLA22_CO-10020,1,7/29/2022,CO,GreenWater,MICZ,224184,,WATER,220907-3,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,83-224184,
8/13/2024,2021082,NLA_MT-10191,NLA22_MT-10015,1,7/28/2022,MT,GreenWater,MICZ,213464,,WATER,220907-1,MICX,0.12,ug/L,0.1,0.15,J,L,8/18/2022,9/7/2022,21-213464,
8/13/2024,2021082,NLA_MT-10191,NLA22_MT-10015,1,7/28/2022,MT,GreenWater,MICZ,213464,,WATER,220912-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,21-213464,
8/13/2024,2021083,NLA_AL-10068,NLA22_AL-10014,1,7/29/2022,AL,GreenWater,MICZ,223364,,WATER,220907-2,MICX,0.16,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,63-223364,
8/13/2024,2021083,NLA_AL-10068,NLA22_AL-10014,1,7/29/2022,AL,GreenWater,MICZ,223364,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,63-223364,
8/13/2024,2021084,NLA_KS-10146,NLA22_KS-10070,1,7/29/2022,KS,GreenWater,MICZ,223244,,WATER,220912-2,CYLSPER,0.06,ug/L,0.05,0.1,J,L,8/18/2022,9/12/2022,64-223244,
8/13/2024,2021084,NLA_KS-10146,NLA22_KS-10070,1,7/29/2022,KS,GreenWater,MICZ,223244,,WATER,220907-2,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,64-223244,
8/13/2024,2021085,NLA_MT-10345,NLA22_MT-10167,1,7/29/2022,MT,GreenWater,MICZ,213224,,WATER,220907-2,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,65-213224,
8/13/2024,2021085,NLA_MT-10345,NLA22_MT-10167,1,7/29/2022,MT,GreenWater,MICZ,213224,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,65-213224,
8/13/2024,2021086,NLA_MT-10331,NLA22_MT-10153,1,7/28/2022,MT,GreenWater,MICZ,215064,,WATER,220912-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,22-215064,
8/13/2024,2021086,NLA_MT-10331,NLA22_MT-10153,1,7/28/2022,MT,GreenWater,MICZ,215064,,WATER,220907-1,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,22-215064,
8/13/2024,2021087,NLA_MT-10303,NLA22_MT-10125,1,7/28/2022,MT,GreenWater,MICZ,214704,,WATER,220907-1,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,23-214704,
8/13/2024,2021087,NLA_MT-10303,NLA22_MT-10125,1,7/28/2022,MT,GreenWater,MICZ,214704,,WATER,220912-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,23-214704,
8/13/2024,2021093,NLA_CO-10115,NLA22_CO-10017,1,7/31/2022,CO,GreenWater,MICZ,224704,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,84-224704,
8/13/2024,2021093,NLA_CO-10115,NLA22_CO-10017,1,7/31/2022,CO,GreenWater,MICZ,224704,,WATER,220907-3,MICX,1.3,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,84-224704,
8/13/2024,2021097,NLA_MN-10380,NLA22_MN-10093,1,8/1/2022,MN,GreenWater,MICZ,211784,,WATER,220908-1,MICX,13.3,ug/L,1,1.5,"DIL,RR",,8/25/2022,9/8/2022,5-211784,
8/13/2024,2021097,NLA_MN-10380,NLA22_MN-10093,1,8/1/2022,MN,GreenWater,MICZ,211784,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,5-211784,
8/13/2024,2021098,NLA_UT-10457,NLA22_UT-10123,1,8/1/2022,UT,GreenWater,MICZ,202544,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,71-202544,
8/13/2024,2021098,NLA_UT-10457,NLA22_UT-10123,1,8/1/2022,UT,GreenWater,MICZ,202544,,WATER,220907-5,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,71-202544,
8/13/2024,2021099,NLA_CA-10226,NLA22_CA-10029,1,8/1/2022,CA,GreenWater,MICZ,223844,,WATER,220907-3,MICX,0.34,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,85-223844,
8/13/2024,2021099,NLA_CA-10226,NLA22_CA-10029,1,8/1/2022,CA,GreenWater,MICZ,223844,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,85-223844,
8/13/2024,2021100,NLA_IL-10075,NLA22_IL-10024,1,7/31/2022,IL,GreenWater,MICZ,220784,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,66-220784,
8/13/2024,2021100,NLA_IL-10075,NLA22_IL-10024,1,7/31/2022,IL,GreenWater,MICZ,220784,,WATER,220907-2,MICX,1.33,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,66-220784,
8/13/2024,2021101,NLA_MT-10248,NLA22_MT-10095,1,7/31/2022,MT,GreenWater,MICZ,211164,,WATER,220912-2,CYLSPER,0.05,ug/L,0.05,0.1,J,L,8/18/2022,9/12/2022,67-211164,
8/13/2024,2021101,NLA_MT-10248,NLA22_MT-10095,1,7/31/2022,MT,GreenWater,MICZ,211164,,WATER,220907-2,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,67-211164,
8/13/2024,2021102,NLA_MT-10317,NLA22_MT-10139,1,8/1/2022,MT,GreenWater,MICZ,224744,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,68-224744,
8/13/2024,2021102,NLA_MT-10317,NLA22_MT-10139,1,8/1/2022,MT,GreenWater,MICZ,224744,,WATER,220907-2,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,68-224744,
8/13/2024,2021103,NLA_ND-10272,NLA22_ND-10128,1,8/1/2022,ND,GreenWater,MICZ,213744,,WATER,220908-1,MICX,2.78,ug/L,0.2,0.3,"DIL,RR",,8/25/2022,9/8/2022,47-213744,
8/13/2024,2021103,NLA_ND-10272,NLA22_ND-10128,1,8/1/2022,ND,GreenWater,MICZ,213744,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,47-213744,
8/13/2024,2021104,NLA_NM-10095,NLA22_NM-10016,1,8/1/2022,NM,GreenWater,MICZ,214724,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,86-214724,
8/13/2024,2021104,NLA_NM-10095,NLA22_NM-10016,1,8/1/2022,NM,GreenWater,MICZ,214724,,WATER,220907-3,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,86-214724,
8/13/2024,2021105,NLA_IL-10052,NLA22_IL-10001,1,8/1/2022,IL,GreenWater,MICZ,223464,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,69-223464,
8/13/2024,2021105,NLA_IL-10052,NLA22_IL-10001,1,8/1/2022,IL,GreenWater,MICZ,223464,,WATER,220907-2,MICX,0.13,ug/L,0.1,0.15,J,L,8/18/2022,9/7/2022,69-223464,
8/13/2024,2021106,NLA_WY-10156,NLA22_WY-10058,1,8/1/2022,WY,GreenWater,MICZ,211224,,WATER,220907-3,MICX,0.18,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,6-211224,
8/13/2024,2021106,NLA_WY-10156,NLA22_WY-10058,1,8/1/2022,WY,GreenWater,MICZ,211224,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,6-211224,
8/13/2024,2021107,NLA_NE-10178,NLA22_NE-10031,2,8/2/2022,NE,GreenWater,MICZ,211384,,WATER,220908-1,MICX,11.1,ug/L,1,1.5,"DIL,RR",,8/25/2022,9/8/2022,30-211384,
8/13/2024,2021107,NLA_NE-10178,NLA22_NE-10031,2,8/2/2022,NE,GreenWater,MICZ,211384,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,30-211384,
8/13/2024,2021108,NLA_GA-10121,NLA22_GA-10071,1,8/2/2022,GA,GreenWater,MICZ,211004,,WATER,220907-4,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,31-211004,
8/13/2024,2021108,NLA_GA-10121,NLA22_GA-10071,1,8/2/2022,GA,GreenWater,MICZ,211004,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,31-211004,
8/13/2024,2021109,NLA_UT-10018,NES22-10156,1,8/2/2022,UT,GreenWater,MICZ,221004,,WATER,220926-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,1-221004,
8/13/2024,2021109,NLA_UT-10018,NES22-10156,1,8/2/2022,UT,GreenWater,MICZ,221004,,WATER,220921-3,MICX,0.11,ug/L,0.1,0.15,J,L,9/8/2022,9/21/2022,1-221004,
8/13/2024,2021110,NLA_MO-10062,NLA22_MO-10002,2,7/27/2022,MO,GreenWater,MICZ,211504,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,32-211504,
8/13/2024,2021110,NLA_MO-10062,NLA22_MO-10002,2,7/27/2022,MO,GreenWater,MICZ,211504,,WATER,220907-4,MICX,0.1,ug/L,0.1,0.15,J,L,8/25/2022,9/7/2022,32-211504,
8/13/2024,2021111,NLA_MO-10116,NLA22_MO-10047,1,7/28/2022,MO,GreenWater,MICZ,212984,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,33-212984,
8/13/2024,2021111,NLA_MO-10116,NLA22_MO-10047,1,7/28/2022,MO,GreenWater,MICZ,212984,,WATER,220907-4,MICX,0.83,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,33-212984,
8/13/2024,2021112,NLA_IN-10132,NLA22_IN-10032,1,8/1/2022,IN,GreenWater,MICZ,212504,,WATER,220921-1,MICX,0.23,ug/L,0.1,0.15,,,8/31/2022,9/21/2022,10-212504,
8/13/2024,2021112,NLA_IN-10132,NLA22_IN-10032,1,8/1/2022,IN,GreenWater,MICZ,212504,,WATER,220926-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/31/2022,9/26/2022,10-212504,
8/13/2024,2021113,NLA_IN-10187,NLA22_IN-10050,1,8/1/2022,IN,GreenWater,MICZ,214624,,WATER,220907-5,MICX,1.51,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,72-214624,
8/13/2024,2021113,NLA_IN-10187,NLA22_IN-10050,1,8/1/2022,IN,GreenWater,MICZ,214624,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,72-214624,
8/13/2024,2021114,NLA_OH-10092,NLA22_OH-10011,1,8/2/2022,OH,GreenWater,MICZ,210084,,WATER,220921-5,MICX,0.11,ug/L,0.1,0.15,J,L,9/8/2022,9/21/2022,75-210084,
8/13/2024,2021114,NLA_OH-10092,NLA22_OH-10011,1,8/2/2022,OH,GreenWater,MICZ,210084,,WATER,220926-5,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,75-210084,
8/13/2024,2021115,NLA_TN-10049,NLA22_TN-10011,1,8/2/2022,TN,GreenWater,MICZ,223284,,WATER,220926-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,26-223284,
8/13/2024,2021115,NLA_TN-10049,NLA22_TN-10011,1,8/2/2022,TN,GreenWater,MICZ,223284,,WATER,220921-3,MICX,,ug/L,0.1,0.15,ND,ND,9/8/2022,9/21/2022,26-223284,
8/13/2024,2021116,NLA_CA-10223,NLA22_CA-10026,1,8/2/2022,CA,GreenWater,MICZ,223864,,WATER,220907-3,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,87-223864,
8/13/2024,2021116,NLA_CA-10223,NLA22_CA-10026,1,8/2/2022,CA,GreenWater,MICZ,223864,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,87-223864,
8/13/2024,2021117,NLA_UT-10407,NLA22_UT-10081,1,8/2/2022,UT,GreenWater,MICZ,213784,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,73-213784,
8/13/2024,2021117,NLA_UT-10407,NLA22_UT-10081,1,8/2/2022,UT,GreenWater,MICZ,213784,,WATER,220907-5,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,73-213784,
8/13/2024,2021118,NLA_IL-10087,NLA22_IL-10036,1,8/2/2022,IL,GreenWater,MICZ,207744,,WATER,220907-3,MICX,1.44,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,7-207744,
8/13/2024,2021118,NLA_IL-10087,NLA22_IL-10036,1,8/2/2022,IL,GreenWater,MICZ,207744,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,7-207744,
8/13/2024,2021119,NLA_OK-10204,NLA22_OK-10022,1,8/2/2022,OK,GreenWater,MICZ,221604,,WATER,220907-3,MICX,,ug/L,0.1,0.15,ND,ND,8/18/2022,9/7/2022,88-221604,
8/13/2024,2021119,NLA_OK-10204,NLA22_OK-10022,1,8/2/2022,OK,GreenWater,MICZ,221604,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,88-221604,
8/13/2024,2021120,NLA_NY-10010,NES22-10008,1,8/2/2022,NY,GreenWater,MICZ,203604,,WATER,220921-5,MICX,,ug/L,0.1,0.15,ND,ND,9/8/2022,9/21/2022,76-203604,
8/13/2024,2021120,NLA_NY-10010,NES22-10008,1,8/2/2022,NY,GreenWater,MICZ,203604,,WATER,220926-5,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,76-203604,
8/13/2024,2021121,NLA_NM-10020,NLA22_NM-10028,1,8/2/2022,NM,GreenWater,MICZ,224564,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,8-224564,
8/13/2024,2021121,NLA_NM-10020,NLA22_NM-10028,1,8/2/2022,NM,GreenWater,MICZ,224564,,WATER,220907-3,MICX,0.22,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,8-224564,
8/13/2024,2021122,NLA_ND-10187,NLA22_ND-10065,1,8/2/2022,ND,GreenWater,MICZ,213724,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,48-213724,
8/13/2024,2021122,NLA_ND-10187,NLA22_ND-10065,1,8/2/2022,ND,GreenWater,MICZ,213724,,WATER,220908-1,MICX,3.85,ug/L,0.5,0.75,"DIL,RR",,8/25/2022,9/8/2022,48-213724,
8/13/2024,2021123,NLA_TX-10263,NLA22_TX-10074,1,8/2/2022,TX,GreenWater,MICZ,223044,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,9-223044,
8/13/2024,2021123,NLA_TX-10263,NLA22_TX-10074,1,8/2/2022,TX,GreenWater,MICZ,223044,,WATER,220907-3,MICX,0.27,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,9-223044,
8/13/2024,2021124,NLA_OR-10293,NLA22_OR-10166,1,8/2/2022,OR,GreenWater,MICZ,221284,,WATER,220921-1,MICX,0.16,ug/L,0.1,0.15,,,8/31/2022,9/21/2022,27-221284,
8/13/2024,2021124,NLA_OR-10293,NLA22_OR-10166,1,8/2/2022,OR,GreenWater,MICZ,221284,,WATER,220926-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/31/2022,9/26/2022,27-221284,
8/13/2024,2021125,NLA_WY-10177,NLA22_WY-10079,1,8/2/2022,WY,GreenWater,MICZ,209164,,WATER,220912-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,89-209164,
8/13/2024,2021125,NLA_WY-10177,NLA22_WY-10079,1,8/2/2022,WY,GreenWater,MICZ,209164,,WATER,220907-3,MICX,0.13,ug/L,0.1,0.15,J,L,8/18/2022,9/7/2022,89-209164,
8/13/2024,2021126,NLA_MT-10215,NLA22_MT-10062,1,8/2/2022,MT,GreenWater,MICZ,224764,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,49-224764,
8/13/2024,2021126,NLA_MT-10215,NLA22_MT-10062,1,8/2/2022,MT,GreenWater,MICZ,224764,,WATER,220907-4,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,49-224764,
8/13/2024,2021127,NLA_MT-10333,NLA22_MT-10155,1,8/2/2022,MT,GreenWater,MICZ,224644,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,50-224644,
8/13/2024,2021127,NLA_MT-10333,NLA22_MT-10155,1,8/2/2022,MT,GreenWater,MICZ,224644,,WATER,220907-4,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,50-224644,
8/13/2024,2021128,NLA_OK-10220,NLA22_OK-10088,1,8/1/2022,OK,GreenWater,MICZ,221684,,WATER,220907-3,MICX,0.44,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,90-221684,
8/13/2024,2021128,NLA_OK-10220,NLA22_OK-10088,1,8/1/2022,OK,GreenWater,MICZ,221684,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,90-221684,
8/13/2024,2021129,NLA_ID-10177,NLA22_ID-10018,1,8/2/2022,ID,GreenWater,MICZ,220544,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,10-220544,
8/13/2024,2021129,NLA_ID-10177,NLA22_ID-10018,1,8/2/2022,ID,GreenWater,MICZ,220544,,WATER,220907-3,MICX,0.23,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,10-220544,
8/13/2024,2021130,NLA_IN-10281,NLA22_IN-10022,1,8/2/2022,IN,GreenWater,MICZ,211044,,WATER,220907-5,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,74-211044,
8/13/2024,2021130,NLA_IN-10281,NLA22_IN-10022,1,8/2/2022,IN,GreenWater,MICZ,211044,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,74-211044,
8/13/2024,2021131,NLA_IN-10152,NLA22_IN-10003,1,8/2/2022,IN,GreenWater,MICZ,212404,,WATER,220907-5,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,75-212404,
8/13/2024,2021131,NLA_IN-10152,NLA22_IN-10003,1,8/2/2022,IN,GreenWater,MICZ,212404,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,75-212404,
8/13/2024,2021132,NLA_MI-10179,NLA22_MI-10049,1,8/3/2022,MI,GreenWater,MICZ,222624,,WATER,220926-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/31/2022,9/26/2022,50-222624,
8/13/2024,2021132,NLA_MI-10179,NLA22_MI-10049,1,8/3/2022,MI,GreenWater,MICZ,222624,,WATER,220921-2,MICX,0.12,ug/L,0.1,0.15,J,L,8/31/2022,9/21/2022,50-222624,
8/13/2024,2021133,NLA_GA-10063,NLA22_GA-10015,1,8/3/2022,GA,GreenWater,MICZ,221584,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,34-221584,
8/13/2024,2021133,NLA_GA-10063,NLA22_GA-10015,1,8/3/2022,GA,GreenWater,MICZ,221584,,WATER,220907-4,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,34-221584,
8/13/2024,2021134,NLA_MD-10078,NLA22_MD-10051,1,8/2/2022,MD,GreenWater,MICZ,223504,,WATER,220907-3,MICX,0.44,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,11-223504,
8/13/2024,2021134,NLA_MD-10078,NLA22_MD-10051,1,8/2/2022,MD,GreenWater,MICZ,223504,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,11-223504,
8/13/2024,2021135,NLA_FL-10126,NLA22_FL-10023,1,8/2/2022,FL,GreenWater,MICZ,200404,,WATER,220921-2,MICX,0.13,ug/L,0.1,0.15,J,L,8/31/2022,9/21/2022,51-200404,
8/13/2024,2021135,NLA_FL-10126,NLA22_FL-10023,1,8/2/2022,FL,GreenWater,MICZ,200404,,WATER,220926-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/31/2022,9/26/2022,51-200404,
8/13/2024,2021136,NLA_SD-10228,NLA22_SD-10064,1,8/3/2022,SD,GreenWater,MICZ,222404,,WATER,220921-3,MICX,,ug/L,0.1,0.15,ND,ND,9/8/2022,9/21/2022,27-222404,
8/13/2024,2021136,NLA_SD-10228,NLA22_SD-10064,1,8/3/2022,SD,GreenWater,MICZ,222404,,WATER,220926-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,27-222404,
8/13/2024,2021137,NLA_SD-10208,NLA22_SD-10043,1,8/3/2022,SD,GreenWater,MICZ,213504,,WATER,220907-3,MICX,0.28,ug/L,0.1,0.15,,,8/18/2022,9/7/2022,91-213504,
8/13/2024,2021137,NLA_SD-10208,NLA22_SD-10043,1,8/3/2022,SD,GreenWater,MICZ,213504,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/18/2022,9/12/2022,91-213504,
8/13/2024,2021138,NLA_IN-10192,NLA22_IN-10055,1,8/3/2022,IN,GreenWater,MICZ,220104,,WATER,220912-4,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,76-220104,
8/13/2024,2021138,NLA_IN-10192,NLA22_IN-10055,1,8/3/2022,IN,GreenWater,MICZ,220104,,WATER,220907-5,MICX,,ug/L,0.1,0.15,ND,ND,8/25/2022,9/7/2022,76-220104,
8/13/2024,2021139,NLA_TX-10357,NLA22_TX-10139,1,8/3/2022,TX,GreenWater,MICZ,223104,,WATER,220907-3,MICX,0.81,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,12-223104,
8/13/2024,2021139,NLA_TX-10357,NLA22_TX-10139,1,8/3/2022,TX,GreenWater,MICZ,223104,,WATER,220912-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/25/2022,9/12/2022,12-223104,
8/13/2024,2021140,NLA_TN-10063,NLA22_TN-10021,1,8/3/2022,TN,GreenWater,MICZ,220484,,WATER,220921-3,MICX,,ug/L,0.1,0.15,ND,ND,9/8/2022,9/21/2022,28-220484,
8/13/2024,2021140,NLA_TN-10063,NLA22_TN-10021,1,8/3/2022,TN,GreenWater,MICZ,220484,,WATER,220926-4,CYLSPER,0.05,ug/L,0.05,0.1,J,L,9/8/2022,9/26/2022,28-220484,
8/13/2024,2021141,NLA_OR-10279,NLA22_OR-10012,1,8/3/2022,OR,GreenWater,MICZ,212524,,WATER,220926-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/31/2022,9/26/2022,28-212524,
8/13/2024,2021141,NLA_OR-10279,NLA22_OR-10012,1,8/3/2022,OR,GreenWater,MICZ,212524,,WATER,220921-1,MICX,0.16,ug/L,0.1,0.15,,,8/31/2022,9/21/2022,28-212524,
8/13/2024,2021142,NLA_WA-10020,NES22-10208,1,8/3/2022,WA,GreenWater,MICZ,207724,,WATER,220926-5,CYLSPER,,ug/L,0.05,0.1,ND,ND,9/8/2022,9/26/2022,77-207724,
8/13/2024,2021142,NLA_WA-10020,NES22-10208,1,8/3/2022,WA,GreenWater,MICZ,207724,,WATER,220921-5,MICX,,ug/L,0.1,0.15,ND,ND,9/8/2022,9/21/2022,77-207724,
8/13/2024,2021143,NLA_MS-10081,NLA22_MS-10011,1,8/3/2022,MS,GreenWater,MICZ,225044,,WATER,220907-4,MICX,0.43,ug/L,0.1,0.15,,,8/25/2022,9/7/2022,35-225044,
