PUBLICATION_DATE,UID,UNIQUE_ID,SITE_ID,VISIT_NO,DATE_COL,PSTL_CODE,LAB,SAMPLE_TYPE,SAMPLE_ID,NOT_COLLECTED,MATRIX,BATCH_ID,ANALYTE,RESULT,RESULT_UNITS,MDL,RL,QA_FLAG,NARS_FLAG,DATE_RECEIVED,DATE_ANALYZED,LAB_SAMPLE_ID,LAB_COMMENT
8/13/2024,2020489,NLA_CA-10174,NLA22_CA-10017,1,6/20/2022,CA,GreenWater,MICZ,207364,,WATER,220801-1,MICX,3.3,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,8-207364,
8/13/2024,2020490,NLA_UT-10452,NLA22_UT-10118,1,6/20/2022,UT,GreenWater,MICZ,202504,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,9-202504,
8/13/2024,2020490,NLA_UT-10452,NLA22_UT-10118,1,6/20/2022,UT,GreenWater,MICZ,202504,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,9-202504,
8/13/2024,2020492,NLA_NC-10077,NLA22_NC-10007,1,6/20/2022,NC,GreenWater,MICZ,205464,,WATER,220719-2,MICX,0.18,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,46-205464,
8/13/2024,2020492,NLA_NC-10077,NLA22_NC-10007,1,6/20/2022,NC,GreenWater,MICZ,205464,,WATER,220721-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,46-205464,
8/13/2024,2020493,NLA_NM-10024,NLA22_NM-10013,2,6/14/2022,NM,GreenWater,MICZ,207604,,WATER,220719-1,MICX,0.26,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,31-207604,
8/13/2024,2020493,NLA_NM-10024,NLA22_NM-10013,2,6/14/2022,NM,GreenWater,MICZ,207604,,WATER,220721-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,31-207604,
8/13/2024,2020494,NLA_CO-10117,NLA22_CO-10019,1,6/20/2022,CO,GreenWater,MICZ,199284,,WATER,220719-3,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,84-199284,
8/13/2024,2020494,NLA_CO-10117,NLA22_CO-10019,1,6/20/2022,CO,GreenWater,MICZ,199284,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,84-199284,
8/13/2024,2020495,NLA_MT-10323,NLA22_MT-10145,1,6/19/2022,MT,GreenWater,MICZ,201284,,WATER,220719-2,MICX,0.51,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,76-201284,
8/13/2024,2020495,NLA_MT-10323,NLA22_MT-10145,1,6/19/2022,MT,GreenWater,MICZ,201284,,WATER,220721-2,CYLSPER,0.1,ug/L,0.05,0.1,,,7/13/2022,7/21/2022,76-201284,
8/13/2024,2020496,NLA_MT-10229,NLA22_MT-10076,1,6/19/2022,MT,GreenWater,MICZ,214384,,WATER,220721-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,77-214384,
8/13/2024,2020496,NLA_MT-10229,NLA22_MT-10076,1,6/19/2022,MT,GreenWater,MICZ,214384,,WATER,220719-2,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,77-214384,
8/13/2024,2020497,NLA_MT-10198,NLA22_MT-10022,1,6/19/2022,MT,GreenWater,MICZ,201044,,WATER,220719-2,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,78-201044,
8/13/2024,2020497,NLA_MT-10198,NLA22_MT-10022,1,6/19/2022,MT,GreenWater,MICZ,201044,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,78-201044,
8/13/2024,2020499,NLA_WA-10155,NLA22_WA-10018,1,6/21/2022,WA,GreenWater,MICZ,202604,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,29-202604,
8/13/2024,2020499,NLA_WA-10155,NLA22_WA-10018,1,6/21/2022,WA,GreenWater,MICZ,202604,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,29-202604,
8/13/2024,2020500,NLA_WA-10127,NLA22_WA-10030,1,6/23/2022,WA,GreenWater,MICZ,202844,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,30-202844,
8/13/2024,2020500,NLA_WA-10127,NLA22_WA-10030,1,6/23/2022,WA,GreenWater,MICZ,202844,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,30-202844,
8/13/2024,2020501,NLA_SD-10187,NLA22_SD-10002,1,6/8/2022,SD,GreenWater,MICZ,209564,,WATER,220712-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,6/30/2022,7/12/2022,12-209564,
8/13/2024,2020501,NLA_SD-10187,NLA22_SD-10002,1,6/8/2022,SD,GreenWater,MICZ,209564,,WATER,220711-2,MICX,0.19,ug/L,0.1,0.15,,,6/30/2022,7/11/2022,12-209564,
8/13/2024,2020502,NLA_SD-10263,NLA22_SD-10027,1,6/14/2022,SD,GreenWater,MICZ,209704,,WATER,220801-3,MICX,23,ug/L,1,1.5,"RR, DIL",,7/13/2022,8/1/2022,14-209704,
8/13/2024,2020502,NLA_SD-10263,NLA22_SD-10027,1,6/14/2022,SD,GreenWater,MICZ,209704,,WATER,220721-1,CYLSPER,0.08,ug/L,0.05,0.1,J,L,7/13/2022,7/21/2022,14-209704,
8/13/2024,2020503,NLA_SD-10252,NLA22_SD-10088,1,6/15/2022,SD,GreenWater,MICZ,209644,,WATER,220719-1,MICX,0.32,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,15-209644,
8/13/2024,2020503,NLA_SD-10252,NLA22_SD-10088,1,6/15/2022,SD,GreenWater,MICZ,209644,,WATER,220721-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,15-209644,
8/13/2024,2020504,NLA_NY-10036,NLA22_NY-10002,1,6/21/2022,NY,GreenWater,MICZ,209304,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,25-209304,
8/13/2024,2020504,NLA_NY-10036,NLA22_NY-10002,1,6/21/2022,NY,GreenWater,MICZ,209304,,WATER,220803-1,CYLSPER,0.05,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,25-209304,
8/13/2024,2020505,NLA_TN-10061,NLA22_TN-10019,1,6/21/2022,TN,GreenWater,MICZ,200684,,WATER,220805-1,MICX,,ug/L,0.1,0.15,ND,ND,7/28/2022,8/5/2022,39-200684,
8/13/2024,2020505,NLA_TN-10061,NLA22_TN-10019,1,6/21/2022,TN,GreenWater,MICZ,200684,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,39-200684,
8/13/2024,2020506,NLA_MI-10267,NLA22_MI-10121,1,6/21/2022,MI,GreenWater,MICZ,200044,,WATER,220805-1,MICX,,ug/L,0.1,0.15,ND,ND,7/28/2022,8/5/2022,27-200044,
8/13/2024,2020506,NLA_MI-10267,NLA22_MI-10121,1,6/21/2022,MI,GreenWater,MICZ,200044,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,27-200044,
8/13/2024,2020507,NLA_CT-10050,NLA22_CT-10014,1,6/21/2022,CT,GreenWater,MICZ,205884,,WATER,220721-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,61-205884,
8/13/2024,2020507,NLA_CT-10050,NLA22_CT-10014,1,6/21/2022,CT,GreenWater,MICZ,205884,,WATER,220719-2,MICX,0.19,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,61-205884,
8/13/2024,2020508,NLA_TX-10382,NLA22_TX-10164,1,6/21/2022,TX,GreenWater,MICZ,206324,,WATER,220801-1,MICX,0.43,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,2-206324,
8/13/2024,2020508,NLA_TX-10382,NLA22_TX-10164,1,6/21/2022,TX,GreenWater,MICZ,206324,,WATER,220803-1,CYLSPER,0.05,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,2-206324,
8/13/2024,2020509,NLA_NE-10086,NES22-10144,1,6/21/2022,NE,GreenWater,MICZ,208364,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,3-208364,
8/13/2024,2020509,NLA_NE-10086,NES22-10144,1,6/21/2022,NE,GreenWater,MICZ,208364,,WATER,220805-1,MICX,0.16,ug/L,0.1,0.15,,,7/28/2022,8/5/2022,3-208364,
8/13/2024,2020510,NLA_OH-10075,NLA22_OH-10018,1,6/21/2022,OH,GreenWater,MICZ,210224,,WATER,220803-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,48-210224,
8/13/2024,2020510,NLA_OH-10075,NLA22_OH-10018,1,6/21/2022,OH,GreenWater,MICZ,210224,,WATER,220801-2,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,48-210224,
8/13/2024,2020511,NLA_ME-10090,NLA22_ME-10009,1,6/21/2022,ME,GreenWater,MICZ,205104,,WATER,220805-2,MICX,,ug/L,0.1,0.15,ND,ND,7/28/2022,8/5/2022,61-205104,
8/13/2024,2020511,NLA_ME-10090,NLA22_ME-10009,1,6/21/2022,ME,GreenWater,MICZ,205104,,WATER,220815-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,61-205104,
8/13/2024,2020512,NLA_OK-10247,NLA22_OK-10115,1,6/21/2022,OK,GreenWater,MICZ,209964,,WATER,220719-3,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,85-209964,
8/13/2024,2020512,NLA_OK-10247,NLA22_OK-10115,1,6/21/2022,OK,GreenWater,MICZ,209964,,WATER,220721-3,CYLSPER,0.05,ug/L,0.05,0.1,J,L,7/13/2022,7/21/2022,85-209964,
8/13/2024,2020513,NLA_OK-10205,NLA22_OK-10023,1,6/20/2022,OK,GreenWater,MICZ,209924,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,86-209924,
8/13/2024,2020513,NLA_OK-10205,NLA22_OK-10023,1,6/20/2022,OK,GreenWater,MICZ,209924,,WATER,220719-3,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,86-209924,
8/13/2024,2020514,NLA_CA-10254,NLA22_CA-10095,1,6/21/2022,CA,GreenWater,MICZ,210964,,WATER,220803-1,CYLSPER,0.05,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,10-210964,
8/13/2024,2020514,NLA_CA-10254,NLA22_CA-10095,1,6/21/2022,CA,GreenWater,MICZ,210964,,WATER,220801-1,MICX,0.78,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,10-210964,
8/13/2024,2020515,NLA_CA-10171,NLA22_CA-10014,1,6/21/2022,CA,GreenWater,MICZ,207504,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,11-207504,
8/13/2024,2020515,NLA_CA-10171,NLA22_CA-10014,1,6/21/2022,CA,GreenWater,MICZ,207504,,WATER,220801-1,MICX,0.11,ug/L,0.1,0.15,J,L,7/19/2022,8/1/2022,11-207504,
8/13/2024,2020517,NLA_MS-10049,NLA22_MS-10004,1,6/21/2022,MS,GreenWater,MICZ,209904,,WATER,220801-1,MICX,0.1,ug/L,0.1,0.15,J,L,7/19/2022,8/1/2022,3-209904,
8/13/2024,2020517,NLA_MS-10049,NLA22_MS-10004,1,6/21/2022,MS,GreenWater,MICZ,209904,,WATER,220803-1,CYLSPER,0.07,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,3-209904,
8/13/2024,2020518,NLA_CO-10085,NLA22_CO-10023,1,6/21/2022,CO,GreenWater,MICZ,219104,,WATER,220801-3,MICX,11.2,ug/L,1,1.5,"RR, DIL",,7/13/2022,8/1/2022,87-219104,
8/13/2024,2020518,NLA_CO-10085,NLA22_CO-10023,1,6/21/2022,CO,GreenWater,MICZ,219104,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,87-219104,
8/13/2024,2020519,NLA_MT-10190,NLA22_MT-10014,1,6/20/2022,MT,GreenWater,MICZ,201244,,WATER,220719-2,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,79-201244,
8/13/2024,2020519,NLA_MT-10190,NLA22_MT-10014,1,6/20/2022,MT,GreenWater,MICZ,201244,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,79-201244,
8/13/2024,2020520,NLA_WI-10142,NLA22_WI-10032,1,6/21/2022,WI,WSLOH,MICZ,208884,,WATER,ET 1848,MICX,,ug/L,0.1,0.15,ND,ND,6/24/2022,8/25/2022,627085002,
8/13/2024,2020520,NLA_WI-10142,NLA22_WI-10032,1,6/21/2022,WI,WSLOH,MICZ,208884,,WATER,ET 1847,CYLSPER,,ug/L,0.05,0.1,ND,ND,6/24/2022,8/24/2022,627085002,
8/13/2024,2020521,NLA_KS-10133,NLA22_KS-10057,1,6/21/2022,KS,GreenWater,MICZ,210764,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,36-210764,
8/13/2024,2020521,NLA_KS-10133,NLA22_KS-10057,1,6/21/2022,KS,GreenWater,MICZ,210764,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,36-210764,
8/13/2024,2020522,NLA_LA-10443,NLA22_LA-10307,1,6/19/2022,LA,GreenWater,MICZ,219244,,WATER,220721-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,62-219244,
8/13/2024,2020522,NLA_LA-10443,NLA22_LA-10307,1,6/19/2022,LA,GreenWater,MICZ,219244,,WATER,220719-2,MICX,0.4,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,62-219244,
8/13/2024,2020523,NLA_LA-10146,NLA22_LA-10016,2,6/20/2022,LA,GreenWater,MICZ,219284,,WATER,220721-2,CYLSPER,0.11,ug/L,0.05,0.1,,,7/13/2022,7/21/2022,63-219284,
8/13/2024,2020523,NLA_LA-10146,NLA22_LA-10016,2,6/20/2022,LA,GreenWater,MICZ,219284,,WATER,220719-2,MICX,0.22,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,63-219284,
8/13/2024,2020524,NLA_TX-10353,NLA22_TX-10135,1,6/21/2022,TX,GreenWater,MICZ,202684,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,12-202684,
8/13/2024,2020524,NLA_TX-10353,NLA22_TX-10135,1,6/21/2022,TX,GreenWater,MICZ,202684,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,12-202684,
8/13/2024,2020525,NLA_SD-10265,NLA22_SD-10029,1,6/21/2022,SD,GreenWater,MICZ,209744,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,28-209744,
8/13/2024,2020525,NLA_SD-10265,NLA22_SD-10029,1,6/21/2022,SD,GreenWater,MICZ,209744,,WATER,220801-1,MICX,0.14,ug/L,0.1,0.15,J,L,7/19/2022,8/1/2022,28-209744,
8/13/2024,2020526,NLA_NV-10228,NLA22_NV-10079,1,6/21/2022,NV,GreenWater,MICZ,210484,,WATER,220805-1,MICX,,ug/L,0.1,0.15,ND,ND,7/28/2022,8/5/2022,15-210484,
8/13/2024,2020526,NLA_NV-10228,NLA22_NV-10079,1,6/21/2022,NV,GreenWater,MICZ,210484,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,15-210484,
8/13/2024,2020527,NLA_AR-10072,NLA22_AR-10041,1,6/21/2022,AR,GreenWater,MICZ,206404,,WATER,220803-1,CYLSPER,0.05,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,13-206404,
8/13/2024,2020527,NLA_AR-10072,NLA22_AR-10041,1,6/21/2022,AR,GreenWater,MICZ,206404,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,13-206404,
8/13/2024,2020528,NLA_AR-10061,NLA22_AR-10030,1,6/20/2022,AR,GreenWater,MICZ,206244,,WATER,220801-1,MICX,0.3,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,14-206244,
8/13/2024,2020528,NLA_AR-10061,NLA22_AR-10030,1,6/20/2022,AR,GreenWater,MICZ,206244,,WATER,220803-1,CYLSPER,0.06,ug/L,0.05,0.1,J,L,7/19/2022,8/3/2022,14-206244,
8/13/2024,2020529,NLA_NE-10083,NES22-10142,1,6/22/2022,NE,GreenWater,MICZ,203244,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,4-203244,
8/13/2024,2020529,NLA_NE-10083,NES22-10142,1,6/22/2022,NE,GreenWater,MICZ,203244,,WATER,220805-1,MICX,,ug/L,0.1,0.15,ND,ND,7/28/2022,8/5/2022,4-203244,
8/13/2024,2020530,NLA_IN-10163,NLA22_IN-10025,1,6/22/2022,IN,GreenWater,MICZ,206284,,WATER,220906-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/3/2022,9/6/2022,4-206284,
8/13/2024,2020530,NLA_IN-10163,NLA22_IN-10025,1,6/22/2022,IN,GreenWater,MICZ,206284,,WATER,220902-1,MICX,0.11,ug/L,0.1,0.15,J,L,8/3/2022,9/2/2022,4-206284,
8/13/2024,2020531,NLA_NY-10055,NLA22_NY-10018,1,6/22/2022,NY,GreenWater,MICZ,216764,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,15-216764,
8/13/2024,2020531,NLA_NY-10055,NLA22_NY-10018,1,6/22/2022,NY,GreenWater,MICZ,216764,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,15-216764,
8/13/2024,2020532,NLA_CA-10238,NLA22_CA-10041,1,6/22/2022,CA,GreenWater,MICZ,207444,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,16-207444,
8/13/2024,2020532,NLA_CA-10238,NLA22_CA-10041,1,6/22/2022,CA,GreenWater,MICZ,207444,,WATER,220803-1-MC,MICX,4.7,ug/L,1,1.5,"RR, DIL",,7/19/2022,8/3/2022,16-207444,
8/13/2024,2020533,NLA_IN-10162,NLA22_IN-10024,1,6/21/2022,IN,GreenWater,MICZ,206304,,WATER,220902-1,MICX,,ug/L,0.1,0.15,ND,ND,8/3/2022,9/2/2022,5-206304,
8/13/2024,2020533,NLA_IN-10162,NLA22_IN-10024,1,6/21/2022,IN,GreenWater,MICZ,206304,,WATER,220906-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,8/3/2022,9/6/2022,5-206304,
8/13/2024,2020534,NLA_CO-10124,NLA22_CO-10051,1,6/22/2022,CO,GreenWater,MICZ,219204,,WATER,220719-3,MICX,,ug/L,0.1,0.15,ND,ND,7/13/2022,7/19/2022,88-219204,
8/13/2024,2020534,NLA_CO-10124,NLA22_CO-10051,1,6/22/2022,CO,GreenWater,MICZ,219204,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,88-219204,
8/13/2024,2020535,NLA_FL-10061,NES22-10037,1,6/22/2022,FL,R4EPA,MICZ,203324,,WATER,E222701-08,MICX,0.474,ug/L,0.15,0.3,,,6/27/2022,6/29/2022,,
8/13/2024,2020535,NLA_FL-10061,NES22-10037,1,6/22/2022,FL,R4EPA,MICZ,203324,,WATER,E222701-08,CYLSPER,0.09704,ug/L,0.05,0.1,,,6/27/2022,6/30/2022,,
8/13/2024,2020536,NLA_FL-10037,NES22-10041,1,6/22/2022,FL,R4EPA,MICZ,203404,,WATER,E222701-10,MICX,,ug/L,0.15,0.3,ND,ND,6/27/2022,6/29/2022,,
8/13/2024,2020536,NLA_FL-10037,NES22-10041,1,6/22/2022,FL,R4EPA,MICZ,203404,,WATER,E222701-10,CYLSPER,,ug/L,0.05,0.1,ND,ND,6/27/2022,6/30/2022,,
8/13/2024,2020537,NLA_NH-10027,NLA22_NH-10001,1,6/22/2022,NH,GreenWater,MICZ,209584,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,37-209584,
8/13/2024,2020537,NLA_NH-10027,NLA22_NH-10001,1,6/22/2022,NH,GreenWater,MICZ,209584,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,37-209584,
8/13/2024,2020538,NLA_ND-10206,NLA22_ND-10081,1,6/22/2022,ND,GreenWater,MICZ,218864,,WATER,220801-2,MICX,0.99,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,56-218864,
8/13/2024,2020538,NLA_ND-10206,NLA22_ND-10081,1,6/22/2022,ND,GreenWater,MICZ,218864,,WATER,220803-2,CYLSPER,0.17,ug/L,0.05,0.1,,,7/19/2022,8/3/2022,56-218864,
8/13/2024,2020539,NLA_OH-10088,NLA22_OH-10007,1,6/22/2022,OH,GreenWater,MICZ,210204,,WATER,220801-2,MICX,1.14,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,51-210204,
8/13/2024,2020539,NLA_OH-10088,NLA22_OH-10007,1,6/22/2022,OH,GreenWater,MICZ,210204,,WATER,220803-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,51-210204,
8/13/2024,2020540,NLA_ME-10099,NLA22_ME-10030,1,6/22/2022,ME,GreenWater,MICZ,216604,,WATER,220815-2,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,62-216604,
8/13/2024,2020540,NLA_ME-10099,NLA22_ME-10030,1,6/22/2022,ME,GreenWater,MICZ,216604,,WATER,220805-2,MICX,0.12,ug/L,0.1,0.15,J,L,7/28/2022,8/5/2022,62-216604,
8/13/2024,2020541,NLA_OK-10239,NLA22_OK-10107,1,6/21/2022,OK,GreenWater,MICZ,209944,,WATER,220719-3,MICX,0.21,ug/L,0.1,0.15,,,7/13/2022,7/19/2022,89-209944,
8/13/2024,2020541,NLA_OK-10239,NLA22_OK-10107,1,6/21/2022,OK,GreenWater,MICZ,209944,,WATER,220721-3,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/13/2022,7/21/2022,89-209944,
8/13/2024,2020542,NLA_FL-10008,NES22-10029,1,6/21/2022,FL,R4EPA,MICZ,203524,,WATER,E222701-04,MICX,0.2503,ug/L,0.15,0.3,J,L,6/27/2022,6/29/2022,,
8/13/2024,2020542,NLA_FL-10008,NES22-10029,1,6/21/2022,FL,R4EPA,MICZ,203524,,WATER,E222701-04,CYLSPER,,ug/L,0.05,0.1,J,ND,6/27/2022,6/30/2022,,
8/13/2024,2020543,NLA_NE-10076,NES22-10146,1,6/22/2022,NE,GreenWater,MICZ,208384,,WATER,220815-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/28/2022,8/15/2022,5-208384,
8/13/2024,2020543,NLA_NE-10076,NES22-10146,1,6/22/2022,NE,GreenWater,MICZ,208384,,WATER,220805-1,MICX,0.14,ug/L,0.1,0.15,J,L,7/28/2022,8/5/2022,5-208384,
8/13/2024,2020544,NLA_OK-10216,NLA22_OK-10034,1,6/20/2022,OK,GreenWater,MICZ,206584,,WATER,220719-3,MICX,0.11,ug/L,0.1,0.15,J,L,7/13/2022,7/19/2022,90-206584,
8/13/2024,2020544,NLA_OK-10216,NLA22_OK-10034,1,6/20/2022,OK,GreenWater,MICZ,206584,,WATER,220721-3,CYLSPER,0.14,ug/L,0.05,0.1,,,7/13/2022,7/21/2022,90-206584,
8/13/2024,2020545,NLA_FL-10044,NES22-10024,1,6/21/2022,FL,R4EPA,MICZ,203344,,WATER,E222701-01,MICX,0.6521,ug/L,0.15,0.3,,,6/27/2022,6/29/2022,,
8/13/2024,2020545,NLA_FL-10044,NES22-10024,1,6/21/2022,FL,R4EPA,MICZ,203344,,WATER,E222701-01,CYLSPER,0.1647,ug/L,0.05,0.1,,,6/27/2022,6/30/2022,,
8/13/2024,2020546,NLA_FL-10035,NES22-10040,1,6/22/2022,FL,R4EPA,MICZ,203464,,WATER,E222701-09,MICX,0.2359,ug/L,0.15,0.3,J,L,6/27/2022,6/29/2022,,
8/13/2024,2020546,NLA_FL-10035,NES22-10040,1,6/22/2022,FL,R4EPA,MICZ,203464,,WATER,E222701-09,CYLSPER,0.2307,ug/L,0.05,0.1,,,6/27/2022,6/30/2022,,
8/13/2024,2020547,NLA_FL-10012,NES22-10025,1,6/22/2022,FL,R4EPA,MICZ,203204,,WATER,E222701-02,CYLSPER,,ug/L,0.05,0.1,ND,ND,6/27/2022,6/30/2022,,
8/13/2024,2020547,NLA_FL-10012,NES22-10025,1,6/22/2022,FL,R4EPA,MICZ,203204,,WATER,E222701-02,MICX,0.3545,ug/L,0.15,0.3,J,L,6/27/2022,6/29/2022,,
8/13/2024,2020548,NLA_FL-10021,NES22-10032,1,6/22/2022,FL,R4EPA,MICZ,203444,,WATER,E222701-05,MICX,1.656,ug/L,0.15,0.3,,,6/27/2022,6/29/2022,,
8/13/2024,2020548,NLA_FL-10021,NES22-10032,1,6/22/2022,FL,R4EPA,MICZ,203444,,WATER,E222701-05,CYLSPER,,ug/L,0.05,0.1,ND,ND,6/27/2022,6/30/2022,,
8/13/2024,2020549,NLA_OR-10150,NLA22_OR-10034,1,6/22/2022,OR,GreenWater,MICZ,206964,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,38-206964,
8/13/2024,2020549,NLA_OR-10150,NLA22_OR-10034,1,6/22/2022,OR,GreenWater,MICZ,206964,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,38-206964,
8/13/2024,2020550,NLA_CA-10291,NLA22_CA-10132,1,6/22/2022,CA,GreenWater,MICZ,207464,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,17-207464,
8/13/2024,2020550,NLA_CA-10291,NLA22_CA-10132,1,6/22/2022,CA,GreenWater,MICZ,207464,,WATER,220801-1,MICX,,ug/L,0.1,0.15,ND,ND,7/19/2022,8/1/2022,17-207464,
8/13/2024,2020551,NLA_TX-10234,NLA22_TX-10020,1,6/22/2022,TX,GreenWater,MICZ,208044,,WATER,220801-1,MICX,0.28,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,5-208044,
8/13/2024,2020551,NLA_TX-10234,NLA22_TX-10020,1,6/22/2022,TX,GreenWater,MICZ,208044,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,5-208044,
8/13/2024,2020552,NLA_LA-10147,NLA22_LA-10017,2,6/22/2022,LA,GreenWater,MICZ,207244,,WATER,220801-1,MICX,0.15,ug/L,0.1,0.15,,,7/19/2022,8/1/2022,31-207244,
8/13/2024,2020552,NLA_LA-10147,NLA22_LA-10017,2,6/22/2022,LA,GreenWater,MICZ,207244,,WATER,220803-1,CYLSPER,,ug/L,0.05,0.1,ND,ND,7/19/2022,8/3/2022,31-207244,
8/13/2024,2020553,NLA_TX-10384,NLA22_TX-10166,1,6/22/2022,TX,GreenWater,MICZ,206024,,WATER,220803-1,CYLSPER,0.17,ug/L,0.05,0.1,,,7/19/2022,8/3/2022,18-206024,
